Date,Time,Class,Count
2024-07-30,20:29:00,car,1
2024-07-30,20:29:00,car,7
2024-07-30,20:31:00,truck,1
2024-07-30,20:32:00,truck,1
2024-07-30,20:33:00,truck,1
2024-07-30,20:34:00,car,3
2024-07-30,20:36:00,car,3
2024-07-30,20:36:00,car,4
2024-07-30,20:38:00,truck,2
2024-07-30,20:38:00,car,2
2024-07-30,20:39:00,car,1
2024-07-30,20:39:00,truck,1
2024-07-30,20:39:00,car,2
2024-07-30,20:42:00,car,1
2024-07-30,20:46:00,car,2
2024-07-30,20:46:00,car,3
2024-07-30,20:47:00,truck,1
2024-07-30,20:48:00,car,1
2024-07-30,20:50:00,car,1
2024-07-30,20:53:00,car,1
2024-07-30,20:54:00,truck,1
2024-07-30,20:55:00,car,1
2024-07-30,20:58:00,car,1
2024-07-30,21:03:00,car,1
2024-07-30,21:07:00,car,1
2024-07-30,21:07:00,car,2
2024-07-30,21:11:00,car,1
2024-07-30,21:16:00,car,1
2024-07-30,21:18:00,car,1
2024-07-30,21:22:00,car,1
2024-07-30,21:33:00,car,1
2024-07-30,21:40:00,car,1
2024-07-30,21:44:00,car,2
2024-07-30,21:48:00,car,1
2024-07-30,21:52:00,car,1
2024-07-30,21:53:00,truck,1
2024-07-30,22:05:00,car,1
2024-07-30,22:06:00,car,1
2024-07-30,22:12:00,car,1
2024-07-30,22:13:00,car,1
2024-07-30,23:07:00,person,1
2024-07-31,01:06:00,bus,1
2024-07-31,01:12:00,bus,1
2024-07-31,04:14:00,car,1
2024-07-31,05:57:00,car,1
2024-07-31,06:40:00,car,1
2024-07-31,06:58:00,car,1
2024-07-31,07:01:00,bus,1
2024-07-31,07:01:00,car,1
2024-07-31,07:07:00,car,1
2024-07-31,07:08:00,truck,1
2024-07-31,07:46:00,car,1
2024-07-31,07:53:00,car,1
2024-07-31,07:57:00,car,1
2024-07-31,07:59:00,car,1
2024-07-31,08:04:00,car,1
2024-07-31,08:05:00,car,1
2024-07-31,08:10:00,car,1
2024-07-31,08:11:00,car,1
2024-07-31,08:13:00,car,1
2024-07-31,08:14:00,car,1
2024-07-31,08:22:00,car,1
2024-07-31,08:25:00,car,1
2024-07-31,08:26:00,car,1
2024-07-31,08:27:00,car,1
2024-07-31,08:28:00,car,1
2024-07-31,08:31:00,car,1
2024-07-31,08:35:00,car,1
2024-07-31,08:35:00,car,3
2024-07-31,08:37:00,car,2
2024-07-31,08:37:00,person,1
2024-07-31,08:38:00,car,1
2024-07-31,08:42:00,car,1
2024-07-31,08:46:00,car,1
2024-07-31,08:46:00,car,2
2024-07-31,08:47:00,car,1
2024-07-31,08:47:00,car,4
2024-07-31,08:48:00,car,1
2024-07-31,08:48:00,car,2
2024-07-31,08:50:00,car,2
2024-07-31,08:50:00,car,3
2024-07-31,08:51:00,car,1
2024-07-31,08:52:00,car,1
2024-07-31,08:54:00,car,4
2024-07-31,08:54:00,car,5
2024-07-31,08:55:00,car,1
2024-07-31,08:56:00,car,1
2024-07-31,08:56:00,car,3
2024-07-31,08:57:00,car,1
2024-07-31,08:58:00,car,2
2024-07-31,08:58:00,car,5
2024-07-31,08:59:00,car,1
2024-07-31,09:00:00,car,2
2024-07-31,09:00:00,car,4
2024-07-31,09:02:00,car,1
2024-07-31,09:02:00,car,3
2024-07-31,09:02:00,car,4
2024-07-31,09:03:00,car,1
